MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,timediff,image name,image polarisation,image resolution,crs,waterbody percentage,date,chipname,nearest ship
205692000,2020-05-22 01:42:30,33.13414,-117.98872,0.0,129.1,252.0,ALEX,IMO9722924,ONIQ,1,0.0,333.0,,,,A,902.0,S1B_IW_GRDH_1SDV_20200522T015732_20200522T015801_021688_0292AF_9584,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-05-22,2020-05-22-564069_dualchannel.tif,60071.36296918207
367523620,2020-12-25 00:06:37,28.98289,-91.44991,0.0,360.0,511.0,BEST WON,IMO8964185,WDG3207,4,0.0,38.0,7.0,2.0,,A,226.0,S1A_IW_GRDH_1SDV_20201225T001023_20201225T001048_035835_0431FA_A9A4,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-12-25,2020-12-25-33430_dualchannel.tif,22192.71765111321
538006098,2020-06-08 02:05:31,49.03625,-123.68759,0.0,130.0,134.0,ANTARES,IMO9696412,V7JS8,0,1.0,229.0,32.0,14.4,,A,283.0,S1B_IW_GRDH_1SDV_20200608T021014_20200608T021039_021936_029A13_41D3,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-08,2020-06-08-3812150_dualchannel.tif,2883.703124638535
368105180,2020-04-17 00:05:44,29.12374,-90.52794,0.0,172.3,511.0,MR.NELSON,,WDK9610,3,15.0,18.0,7.0,0.0,31.0,A,272.0,S1A_IW_GRDH_1SDV_20200417T001016_20200417T001041_032160_03B7E0_27C1,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-17,2020-04-17-35659_dualchannel.tif,11919.97764291334
538003677,2020-05-05 01:42:22,32.31445,-117.11195,0.0,253.0,333.0,NAVIG8 SUCCESS,IMO9418133,V7SL7,1,1.0,183.0,32.0,13.0,80.0,A,411.0,S1B_IW_GRDH_1SDV_20200505T014913_20200505T014938_021440_028B49_F350,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-05-05,2020-05-05-521193_dualchannel.tif,1406.6533966597076
372904000,2020-02-19 02:22:12,54.19935,-130.36938,0.0,77.0,170.0,CORAL TOPAZ,IMO9343314,3ELB7,0,1.0,225.0,32.0,14.2,70.0,A,338.0,S1B_IW_GRDH_1SDV_20200219T022750_20200219T022815_020332_02681A_4D11,"['VV', 'VH']",10.0,EPSG:32609,100.0,2020-02-19,2020-02-19-629737_dualchannel.tif,14335.496021894713
636013812,2020-11-05 00:23:01,29.19317,-94.60683,0.0,322.0,76.0,RONALD N,IMO9386304,A8PQ3,1,1.0,227.0,32.0,12.8,80.0,A,219.0,S1A_IW_GRDH_1SDV_20201105T002640_20201105T002705_035106_0418CC_4917,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-11-05,2020-11-05-104860_dualchannel.tif,1738.1608056474015
366844270,2020-06-22 01:54:30,33.74472,-118.15135,0.0,174.1,253.0,MILLENNIUM DAWN,IMO9258791,WDA7527,3,5.0,32.0,10.0,3.8,,A,290.0,S1B_IW_GRDH_1SDV_20200622T014940_20200622T015005_022140_02A054_452B,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-06-22,2020-06-22-581292_dualchannel.tif,2053.046816798321
367002860,2020-06-16 00:06:24,28.73994,-92.52996,0.0,74.9,511.0,MISS VERNA,IMO7333169,WDC3120,2,,19.0,6.0,,,B,210.0,S1A_IW_GRDH_1SDV_20200616T000954_20200616T001019_033035_03D399_5511,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-06-16,2020-06-16-30618_dualchannel.tif,27158.028973169377
205762000,2020-11-10 04:38:07,21.28707,-157.91703,0.0,256.0,123.0,SELENA,IMO9302994,ONJT,1,1.0,274.0,48.0,-10.1,80.0,A,48.0,S1B_IW_GRDH_1SDV_20201110T043855_20201110T043920_024198_02DFF8_D44F,"['VV', 'VH']",10.0,EPSG:32604,100.0,2020-11-10,2020-11-10-1158778_dualchannel.tif,inf
367323360,2020-03-19 00:01:22,28.98723,-90.20164,0.0,289.7,511.0,MR MURVIN,IMO8964214,WDE2316,4,15.0,41.0,8.0,,,A,26.0,S1A_IW_GRDH_1SDV_20200319T000148_20200319T000213_031737_03A904_3573,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-03-19,2020-03-19-6393_dualchannel.tif,9246.340387941584
636014091,2020-04-22 00:32:21,29.27614,-94.47859,0.0,89.0,97.0,FPMC 24,IMO9418573,A8RF5,1,1.0,183.0,32.0,13.2,,A,825.0,S1A_IW_GRDH_1SDV_20200422T001836_20200422T001901_032233_03BA79_35B1,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-22,2020-04-22-156263_dualchannel.tif,2726.62749632129
367571450,2020-01-07 00:02:36,29.56019,-88.66319,0.0,45.3,511.0,EVEREADY,IMO8973447,WDG7850,4,0.0,36.0,7.0,,,A,46.0,S1A_IW_GRDH_1SDV_20200107T000150_20200107T000215_030687_03847E_53B3,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-01-07,2020-01-07-15423_dualchannel.tif,18521.7822527114
538007597,2020-06-22 10:16:35,45.13652,-66.06452,0.0,4.4,107.0,SEAWAYS HATTERAS,IMO0000000,V7OL7,1,1.0,274.0,48.0,,,A,873.0,S1B_IW_GRDH_1SDV_20200622T103108_20200622T103137_022145_02A07D_346C,"['VV', 'VH']",10.0,EPSG:32620,100.0,2020-06-22,2020-06-22-4164951_dualchannel.tif,4061.375811780743
636017857,2020-05-05 01:58:45,48.59479,-122.60384,0.0,75.6,64.0,AQUAPUELCHE,IMO9778727,D5NA5,1,1.0,,,,,A,297.0,S1B_IW_GRDH_1SDV_20200505T015348_20200505T015413_021440_028B49_4DF2,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-05-05,2020-05-05-605660_dualchannel.tif,4456.72883032381
309436000,2020-04-22 00:02:05,29.22343,-94.3779,0.0,105.8,106.0,LIBERTY OF THE SEAS,IMO9330032,C6VQ8,4,1.0,339.0,38.0,8.8,,A,966.0,S1A_IW_GRDH_1SDV_20200422T001811_20200422T001836_032233_03BA79_D4E7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-22,2020-04-22-10506_dualchannel.tif,14596.928041144274
357628000,2020-05-16 01:57:12,33.70578,-118.15667,0.0,183.0,260.0,CABO DE HORNOS,IMO9311361,H8PC,1,1.0,228.0,32.0,12.2,80.0,A,56.0,S1A_IW_GRDH_1SDV_20200516T015808_20200516T015837_032584_03C622_B039,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-05-16,2020-05-16-549840_dualchannel.tif,1097.6799487560204
636013683,2020-04-27 00:27:28,27.80708,-96.86636,0.0,261.0,26.0,NEW ABILITY,IMO9361512,A8OQ2,1,1.0,228.0,42.0,14.8,,A,81.0,S1A_IW_GRDH_1SDV_20200427T002607_20200427T002632_032306_03BCFB_5F48,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-27,2020-04-27-209205_dualchannel.tif,2542.608113641249
538006840,2020-01-26 14:21:15,48.61965,-122.57049,0.0,260.2,112.0,BW NJORD,IMO9741827,V7RX3,1,1.0,225.0,,,,A,33.0,S1B_IW_GRDH_1SDV_20200126T142042_20200126T142107_019989_025D07_F4E4,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-01-26,2020-01-26-3598089_dualchannel.tif,23273.207441968145
303669000,2020-06-28 17:04:12,55.94776,-160.55749,0.0,112.4,186.0,ROYAL VIKING,IMO7232614,WYZ8176,2,0.0,32.0,8.0,,0.0,A,13.0,S1A_IW_GRDH_1SDV_20200628T170359_20200628T170424_033220_03D93E_8C07,"['VV', 'VH']",10.0,EPSG:32604,100.0,2020-06-28,2020-06-28-5072946_dualchannel.tif,inf
241259000,2020-11-06 02:02:47,48.97472,-123.75713,0.0,296.9,123.0,KYDONIA,IMO9588615,SVBT2,0,1.0,229.0,38.0,14.9,,A,54.0,S1B_IW_GRDH_1SDV_20201106T020153_20201106T020218_024138_02DE25_D0D7,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-11-06,2020-11-06-479054_dualchannel.tif,2866.300882312056
636018113,2020-12-06 00:25:14,28.82139,-93.57267,0.0,156.2,80.0,INDIGO SUN,IMO9592288,D5OF6,1,1.0,249.0,44.0,8.2,80.0,A,415.0,S1A_IW_GRDH_1SDV_20201206T001819_20201206T001844_035558_042874_A68B,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-12-06,2020-12-06-138136_dualchannel.tif,6054.976859791876
357573000,2020-02-07 02:12:48,54.26484,-130.59326,0.0,274.6,184.0,SAKIZAYA DIAMOND,IMO9697868,3FUZ8,0,1.0,228.0,32.0,14.4,,A,902.0,S1B_IW_GRDH_1SDV_20200207T022750_20200207T022815_020157_02627A_24F3,"['VV', 'VH']",10.0,EPSG:32609,100.0,2020-02-07,2020-02-07-6005376_dualchannel.tif,2040.83395960695
249430000,2020-02-12 00:05:28,28.86726,-89.35545,0.0,25.7,104.0,HELLAS APOLLO,IMO9772852,9HA4239,1,1.0,205.0,,,,A,220.0,S1A_IW_GRDH_1SDV_20200212T000148_20200212T000213_031212_0396DC_FCD7,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-02-12,2020-02-12-27606_dualchannel.tif,1794.2524611398128
311000497,2020-04-14 23:03:35,40.4925,-73.67733,0.0,204.0,218.0,AMAZON BEAUTY,IMO9275969,C6CK5,1,1.0,228.0,40.0,12.0,,A,745.0,S1A_IW_GRDH_1SDV_20200414T225110_20200414T225135_032130_03B6D3_B506,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-04-14,2020-04-14-6161589_dualchannel.tif,7759.451456131727
352797000,2020-02-27 00:27:39,29.24228,-94.60632,0.0,36.0,294.0,STAR OSPREY,IMO9315068,3FXX8,1,1.0,183.0,32.0,11.7,89.0,A,69.0,S1A_IW_GRDH_1SDV_20200227T002630_20200227T002655_031431_039E54_C147,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-02-27,2020-02-27-117383_dualchannel.tif,1401.5585551076942
3791472,2020-04-10 00:17:45,26.13206,-92.04052,0.0,249.0,1.0,LUCIUS SPAR,IMO1108561,WQXP40,1,15.0,0.0,0.0,0.0,80.0,A,25.0,S1A_IW_GRDH_1SDV_20200410T001720_20200410T001745_032058_03B45A_2A6A,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-10,2020-04-10-81386_dualchannel.tif,inf
367400670,2020-06-24 23:33:39,29.64993,-85.527,0.0,184.5,511.0,LIBERTY I,IMO8970067,WDE8028,2,,24.0,7.0,,,B,724.0,S1A_IW_GRDH_1SDV_20200624T234543_20200624T234612_033166_03D79A_827E,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-06-24,2020-06-24-8113437_dualchannel.tif,43044.85551024719
566365000,2020-06-18 14:21:07,49.28908,-123.20205,0.0,4.8,92.0,CSK UNITY,IMO9727314,9V3127,0,1.0,224.0,32.0,14.4,,A,47.0,S1B_IW_GRDH_1SDV_20200618T142020_20200618T142045_022089_029EB9_9CA4,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-18,2020-06-18-8175904_dualchannel.tif,811.3804494611732
368098350,2020-03-03 23:28:23,24.82583,-81.96532,0.0,105.9,511.0,LUCKY STAR II,IMO0000000,WDK8881,2,,28.0,9.0,,,B,452.0,S1A_IW_GRDH_1SDV_20200303T233555_20200303T233620_031518_03A16D_6A32,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-03-03,2020-03-03-6477718_dualchannel.tif,1951.439514745578
477220200,2020-01-17 23:28:43,31.97992,-80.51067,0.0,301.6,54.0,OOCL BANGKOK,IMO9627978,VRME6,0,1.0,366.0,48.0,11.1,70.0,A,419.0,S1A_IW_GRDH_1SDV_20200117T232144_20200117T232209_030847_038A13_5F1F,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-01-17,2020-01-17-5656342_dualchannel.tif,2016.4417413106364
312391000,2020-01-19 13:43:04,32.40699,-117.23345,0.0,123.1,511.0,ORION,IMO7708912,V3DX3,0,8.0,47.0,9.0,3.5,70.0,A,100.0,S1A_IW_GRDH_1SDV_20200119T134444_20200119T134509_030870_038AE0_818D,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-01-19,2020-01-19-3148164_dualchannel.tif,12404.706638013562
367327910,2020-01-23 22:31:23,42.40284,-70.6414,0.0,257.6,511.0,GATEWAY ENDEAVOR,IMO8973435,WDE2656,4,1.0,35.0,7.0,,60.0,A,213.0,S1A_IW_GRDH_1SDV_20200123T223456_20200123T223521_030934_038D1C_E51B,"['VV', 'VH']",10.0,EPSG:32619,100.0,2020-01-23,2020-01-23-5650912_dualchannel.tif,inf
353499000,2020-01-01 23:56:27,30.0745,-88.08425,0.0,29.3,135.0,MSC DAMLA,IMO9250983,HOCR,0,1.0,293.0,40.0,14.0,74.0,A,159.0,S1A_IW_GRDH_1SDV_20200101T235348_20200101T235417_030614_0381E5_94FD,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-01-01,2020-01-01-6429170_dualchannel.tif,1659.2966918896004
367586920,2020-05-01 22:55:57,39.55085,-75.54681,0.0,128.8,205.0,GENESIS LIBERTY,IMO8207604,WDG9355,3,5.0,38.0,11.0,4.9,,A,169.0,S1A_IW_GRDH_1SDV_20200501T225846_20200501T225911_032378_03BF94_6B69,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-05-01,2020-05-01-6806494_dualchannel.tif,2478.8343006251616
367770990,2020-04-19 14:21:56,48.59019,-122.62557,0.0,233.8,141.0,MIN ZIDELL,IMO9836402,WDJ3750,3,1.0,,,,,A,74.0,S1B_IW_GRDH_1SDV_20200419T142042_20200419T142107_021214_028418_D452,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-04-19,2020-04-19-3419543_dualchannel.tif,1289.0573995676775
366495000,2020-06-19 00:24:34,27.85595,-96.96265,0.0,262.3,149.0,OVERSEAS CHINOOK,IMO9432218,WNFQ,1,1.0,183.0,32.0,12.2,80.0,A,604.0,S1A_IW_GRDH_1SDV_20200619T003438_20200619T003503_033079_03D500_906A,"['VV', 'VH']",10.0,EPSG:32614,100.0,2020-06-19,2020-06-19-113834_dualchannel.tif,1696.9817331961524
370871000,2020-05-26 00:45:21,27.82024,-96.91164,0.0,186.0,80.0,WOOYANG VENUS,IMO9080649,3FFB9,0,1.0,224.0,32.0,13.9,80.0,A,645.0,S1A_IW_GRDH_1SDV_20200526T003436_20200526T003501_032729_03CA89_2D17,"['VV', 'VH']",10.0,EPSG:32614,100.0,2020-05-26,2020-05-26-3262451_dualchannel.tif,2367.121058736501
311000584,2020-11-12 23:16:40,32.56844,-79.55196,0.0,231.8,173.0,HOLLAND PEARL,IMO9742455,C6CV4,0,1.0,,,,,A,313.0,S1A_IW_GRDH_1SDV_20201112T232153_20201112T232218_035222_041CD6_91E6,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-11-12,2020-11-12-5944063_dualchannel.tif,37903.15234224592
538006041,2020-02-16 02:03:32,49.2061,-123.9216,0.0,182.3,107.0,TR PRINCE,IMO9742651,V7JE4,0,1.0,199.0,32.0,13.3,,A,84.0,S1B_IW_GRDH_1SDV_20200216T020208_20200216T020233_020288_0266BF_6AD6,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-02-16,2020-02-16-544520_dualchannel.tif,52657.05112585558
240878000,2020-01-23 02:00:36,33.66843,-118.1085,0.0,243.2,237.0,APOLYTARES,IMO9419474,SVAP8,1,1.0,336.0,60.0,22.5,89.0,A,186.0,S1B_IW_GRDH_1SDV_20200123T015730_20200123T015759_019938_025B72_6DD2,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-01-23,2020-01-23-501502_dualchannel.tif,1275.480725709894
477654600,2020-01-02 14:26:35,49.30666,-123.19567,0.0,345.4,240.0,PILATUS VENTURE,IMO9693214,VROA8,0,1.0,199.0,,,,A,377.0,S1B_IW_GRDH_1SDV_20200102T142018_20200102T142043_019639_0251DC_C8DE,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-01-02,2020-01-02-4031712_dualchannel.tif,876.4227617387398
368502516,2020-05-11 00:08:43,29.38344,-91.76932,0.0,65.9,511.0,SHELF ACHIEVER,IMO0001242,WDF4620,4,0.0,37.0,9.0,0.0,60.0,A,94.0,S1A_IW_GRDH_1SDV_20200511T001017_20200511T001042_032510_03C3D9_731A,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-11,2020-05-11-45135_dualchannel.tif,21847.570908551865
477318600,2020-02-16 02:03:53,49.29842,-123.19092,0.0,323.0,254.0,ALBATROSS ISLAND,IMO9421439,VRSQ7,0,1.0,200.0,32.0,6.5,70.0,A,105.0,S1B_IW_GRDH_1SDV_20200216T020208_20200216T020233_020288_0266BF_6AD6,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-02-16,2020-02-16-521717_dualchannel.tif,1107.2489638383438
538005769,2020-05-28 00:22:42,29.3031,-94.54585,0.0,293.0,35.0,TRF MIAMI,IMO9416056,V7GV7,1,1.0,146.0,23.0,9.6,89.0,A,258.0,S1A_IW_GRDH_1SDV_20200528T001824_20200528T001849_032758_03CB68_CFE0,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-28,2020-05-28-111147_dualchannel.tif,1382.8977740425548
367714220,2020-05-28 00:15:17,29.62668,-93.85074,0.0,86.8,511.0,THANH LAM,IMO8958447,WDI6005,2,,25.0,7.0,,,B,187.0,S1A_IW_GRDH_1SDV_20200528T001824_20200528T001849_032758_03CB68_CFE0,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-28,2020-05-28-87771_dualchannel.tif,6092.111213420491
566073000,2020-11-21 14:11:59,49.20746,-123.92355,0.0,90.3,135.0,ELIZABETH,IMO9593282,9V8794,0,1.0,189.0,32.0,12.7,79.0,A,507.0,S1B_IW_GRDH_1SDV_20201121T142026_20201121T142051_024364_02E53E_9C44,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-11-21,2020-11-21-4178433_dualchannel.tif,960.8931746581771
308516000,2020-03-22 23:29:12,28.36583,-80.53436,0.0,132.4,132.0,DISNEY MAGIC,IMO9126807,C6PT7,4,1.0,294.0,32.0,8.0,,A,22.0,S1A_IW_GRDH_1SDV_20200322T232850_20200322T232915_031795_03AB06_9DF8,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-03-22,2020-03-22-7420780_dualchannel.tif,2740.179925763183
636014303,2020-11-03 14:22:32,46.20148,-123.8209,0.0,339.0,75.0,KM HONGKONG,IMO9461099,A8SV4,0,1.0,229.0,32.0,14.4,70.0,A,15.0,S1A_IW_GRDH_1SDV_20201103T142217_20201103T142246_035085_041815_079A,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-11-03,2020-11-03-3749970_dualchannel.tif,864.5245188001234
538008768,2020-06-03 01:59:52,33.6992,-118.12472,0.0,331.6,194.0,BASTIA,IMO9293129,V7ID9,1,1.0,274.0,48.0,-12.0,80.0,A,139.0,S1B_IW_GRDH_1SDV_20200603T015733_20200603T015802_021863_0297F1_F810,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-06-03,2020-06-03-653692_dualchannel.tif,946.6842988346428
220589000,2020-12-26 23:55:28,30.11825,-88.54546,0.0,319.4,197.0,MAERSK TRANSPORTER,IMO9388649,OYGQ2,0,1.0,73.0,20.0,7.8,52.0,A,75.0,S1A_IW_GRDH_1SDV_20201226T235413_20201226T235438_035864_04330E_7B22,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-12-26,2020-12-26-6479000_dualchannel.tif,1344.4948602770053
636015033,2020-05-06 00:00:29,28.88998,-89.32648,0.0,176.7,239.0,THISSEAS,IMO9493896,A8YE2,0,1.0,225.0,32.0,14.2,,A,81.0,S1A_IW_GRDH_1SDV_20200506T000150_20200506T000215_032437_03C1A4_0463,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-05-06,2020-05-06-2896_dualchannel.tif,2437.479162918303
367301340,2020-02-27 23:25:54,28.4143,-80.54214,0.0,197.5,511.0,LADY PAIGE,IMO8941195,WDD8679,2,15.0,25.0,7.0,,,A,175.0,S1A_IW_GRDH_1SDV_20200227T232849_20200227T232914_031445_039ECB_9082,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-02-27,2020-02-27-5616129_dualchannel.tif,8902.182446203831
367571450,2020-04-06 23:52:45,29.55326,-88.66027,0.0,153.4,511.0,EVEREADY,IMO8973447,WDG7850,4,0.0,36.0,7.0,,,A,62.0,S1A_IW_GRDH_1SDV_20200406T235347_20200406T235416_032014_03B2C1_B32F,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-04-06,2020-04-06-6187523_dualchannel.tif,17489.50626012903
538005987,2020-04-27 23:30:14,28.31118,-80.48486,0.0,74.3,46.0,STI EXCELSIOR,IMO9735581,V7IS6,1,1.0,219.0,,,,A,83.0,S1A_IW_GRDH_1SDV_20200427T232851_20200427T232916_032320_03BD7D_CDCB,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-04-27,2020-04-27-6769361_dualchannel.tif,3218.148172352003
538006425,2020-12-08 14:29:59,48.82838,-123.43683,0.0,61.5,136.0,BEN RINNES,IMO9703825,V7MZ5,0,1.0,180.0,,,,A,69.0,S1B_IW_GRDH_1SDV_20201208T142850_20201208T142915_024612_02ED39_81B6,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-08,2020-12-08-4563176_dualchannel.tif,2916.7760941987463
636014539,2020-03-31 14:23:51,49.2916,-123.1891,0.0,332.5,85.0,PANTELIS,IMO9207730,A8UQ6,0,1.0,225.0,32.0,13.9,,A,291.0,S1B_IW_GRDH_1SDV_20200331T142842_20200331T142907_020937_027B6A_77E3,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-31,2020-03-31-3553290_dualchannel.tif,924.7146699517616
256709000,2020-01-02 14:22:23,49.29078,-123.19572,0.0,314.0,232.0,MG SAKURA,IMO9331529,9HA3987,0,1.0,224.0,32.0,13.8,70.0,A,125.0,S1B_IW_GRDH_1SDV_20200102T142018_20200102T142043_019639_0251DC_C8DE,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-01-02,2020-01-02-4021681_dualchannel.tif,880.7290649228667
538006663,2020-12-20 14:34:31,48.9724,-123.75316,0.0,269.6,288.0,KAPTA MATHIOS,IMO9440966,V7DZ4,0,1.0,189.0,32.0,12.8,70.0,A,342.0,S1B_IW_GRDH_1SDV_20201220T142849_20201220T142914_024787_02F2EB_E842,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-20,2020-12-20-3527273_dualchannel.tif,1286.8646241665915
538006351,2020-05-01 23:41:30,48.42847,-89.15212,0.0,297.3,195.0,FEDERAL BEAUFORT,IMO9697818,V7MF7,0,1.0,199.0,23.0,10.8,,A,518.0,S1B_IW_GRDH_1SDV_20200501T235008_20200501T235033_021395_0289CA_2D3F,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-05-01,2020-05-01-7046048_dualchannel.tif,2011.50339990768
636015175,2020-03-18 01:50:24,33.6792,-118.12465,0.0,151.7,231.0,AQUALEADER,IMO9592238,A8ZC4,1,1.0,249.0,43.0,15.0,89.0,A,48.0,S1B_IW_GRDH_1SDV_20200318T014936_20200318T015001_020740_027525_DFCF,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-03-18,2020-03-18-489797_dualchannel.tif,1000.851280346954
374597000,2020-04-03 00:26:18,28.35797,-96.20649,0.0,17.2,110.0,FAIRCHEM TRIUMPH,IMO9758038,3EBK7,1,1.0,,,,,A,13.0,S1A_IW_GRDH_1SDV_20200403T002631_20200403T002656_031956_03B0AD_D302,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-03,2020-04-03-134521_dualchannel.tif,9300.58432611622
477043700,2020-02-23 01:48:40,33.679,-118.13718,0.0,342.3,252.0,LANDBRIDGE MAJESTY,IMO9783344,VRPF4,1,1.0,,,,,A,56.0,S1B_IW_GRDH_1SDV_20200223T014936_20200223T015001_020390_026A04_D971,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-02-23,2020-02-23-5920648_dualchannel.tif,1899.536046657381
309933000,2020-04-16 02:14:01,33.71142,-118.19549,0.0,233.5,273.0,CARNIVAL IMAGINATION,IMO9053878,C6FN2,4,1.0,260.0,36.0,7.8,,A,991.0,S1B_IW_GRDH_1SDV_20200416T015730_20200416T015759_021163_028289_71BB,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-04-16,2020-04-16-683075_dualchannel.tif,2840.3243563065093
311109000,2020-06-14 23:18:49,28.3099,-80.50937,0.0,146.5,72.0,NORWEGIAN SUN,IMO9218131,C6RN3,4,1.0,258.0,32.0,8.0,,A,605.0,S1A_IW_GRDH_1SDV_20200614T232854_20200614T232919_033020_03D31F_BAAA,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-06-14,2020-06-14-7411617_dualchannel.tif,2271.2349200160315
538007118,2020-11-30 02:04:54,49.30372,-123.21173,0.0,329.4,278.0,DESERT UNITY,IMO9300295,V7WV4,0,1.0,189.0,32.0,12.6,70.0,A,156.0,S1B_IW_GRDH_1SDV_20201130T020218_20201130T020243_024488_02E932_1797,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-11-30,2020-11-30-505274_dualchannel.tif,767.4726207133028
367561320,2020-03-01 23:54:18,30.38844,-87.18436,0.0,326.5,511.0,MR ROLAND,,WDG6848,3,0.0,19.0,7.0,,,A,31.0,S1A_IW_GRDH_1SDV_20200301T235347_20200301T235416_031489_03A056_0CE5,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-03-01,2020-03-01-5621995_dualchannel.tif,87359.68577148234
477214800,2020-03-19 14:27:57,49.28478,-123.18138,0.0,206.0,108.0,BELL BAY,IMO9312664,VRBY9,0,1.0,175.0,29.0,9.6,,A,44.0,S1B_IW_GRDH_1SDV_20200319T142841_20200319T142906_020762_0275E3_8446,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-19,2020-03-19-4026299_dualchannel.tif,889.080883048736
356268000,2020-12-27 14:22:07,46.2021,-123.82107,0.0,2.0,85.0,TAI PROMOTION,IMO9290696,HPWT,0,1.0,224.0,32.0,14.1,70.0,A,53.0,S1B_IW_GRDH_1SDV_20201227T142114_20201227T142141_024889_02F622_7842,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-27,2020-12-27-3913523_dualchannel.tif,832.2867158909444
220407000,2020-05-31 11:01:30,26.08047,-79.12801,0.0,322.0,127.0,TORM CARINA,IMO9263708,OYTD2,1,1.0,183.0,32.0,12.2,,A,508.0,S1A_IW_GRDH_1SDV_20200531T110958_20200531T111027_032808_03CCDA_4D9F,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-05-31,2020-05-31-4966562_dualchannel.tif,1706.2990189527502
566506000,2020-04-27 00:10:36,28.92456,-95.16483,0.0,250.0,59.0,PERMIAN LADY,IMO9729269,9V3146,1,1.0,179.0,,,,A,956.0,S1A_IW_GRDH_1SDV_20200427T002632_20200427T002657_032306_03BCFB_54C5,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-27,2020-04-27-56850_dualchannel.tif,5033.334696520036
305825000,2020-05-13 22:57:48,38.96255,-76.3996,0.0,251.7,40.0,BBC NYHAVN,IMO9559896,V2FW6,0,1.0,132.0,15.0,7.8,,A,58.0,S1A_IW_GRDH_1SDV_20200513T225846_20200513T225911_032553_03C532_F3A5,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-05-13,2020-05-13-8122346_dualchannel.tif,1183.987381649695
